city,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
Newaygo,Y,Y,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
Newberg ,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newberry,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N
Newberry,N,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Newburgh,N,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
Newcastle,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Charlotte,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newfane,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Newfield,Y,Y,Y,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Newmarket ,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y
Newmarket,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N
Newport Beach ,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N
Newport,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y
Newport,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N
Newport News,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newport,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N
Jasper,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y
Jasper,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y
Newtonville,Y,Y,N,Y,Y,-,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Newton,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N
"Niagara Falls, USA",Y,Y,Y,Y,Y,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Nicholasville ,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N
Nickelsville,Y,N,N,N,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
T/NILES,N,Y,N,Y,N,-,Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Niles,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninety Six,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nipomo,Y,Y,N,Y,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Niwot,N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Nixa,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumford ,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y
Albuquerque,Y,Y,N,Y,Y,-,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Noblesville,Y,N,Y,N,Y,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N
Fort Collins ,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
Maryville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedar Rapids,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y
Nogales,Y,Y,Y,Y,Y,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Nokomis,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nolensville,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N
Smithfield,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norcross ,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N
Norcross,N,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Norfolk,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N
Stanton ,Y,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Norfolk,N,N,N,Y,N,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Norman,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Beach,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Tacoma,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N
Philadelphia,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Norristown,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leverett,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asheville,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y
State College,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N
Verona ,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
San Francisco,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
North Beach,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
North Bend,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Bend,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N
Berkeley,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,Y,N
Streator,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Branch ,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo ,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y
North Canton,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N
Chicago,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronx,N,Y,N,Y,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Johnstown,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ainsworth,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Grapevine,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Charleston,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N
North Chili,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Louis,Y,N,N,N,Y,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
 North Creek,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,Y
North East,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockford,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Mansfield ,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N
Middletown,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N
Ames,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Greenbush,N,Y,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Guilford,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Haven,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherman Oakes,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason City,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
North Kansas City,Y,N,N,N,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
Long Beach,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Manchester,Y,N,Y,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,N
Columbus,Y,Y,N,Y,Y,-,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N
Charlotte,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Miami,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Myrtle Beach,Y,Y,Y,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N
Oakland,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
San Diego ,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N
North Plains,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y
North Plainsfield,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Platte ,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N
North Port ,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y
Minot,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N
Velva,N,N,N,N,N,-,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Bowbells,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenmare,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raleigh,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
North Royalton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escondido,Y,N,N,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N
Scottsdale,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Pittsburgh,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chambersburg,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Charlotte Hall,Y,Y,N,Y,N,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N
Stafford,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y
Stafford,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y
Ruffin,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carpio,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Tonawanda,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N
North Troy,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drain,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chagrin Falls,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N
Beachwood,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
Westlake,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y
Cleveland,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N
Cleveland,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
Cleveland,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N
Cleveland,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N
Cleveland,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N
Columbia,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Northampton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northampton ,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N
Northampton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northampton,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y
Northampton,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y
Northbrook,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N
Columbia,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N
Kansas City,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N
Clarkesville,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Gainesville ,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y
Northeast Harbor,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Tawas City,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y
Oscoda,Y,N,N,N,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N
Minneapolis,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y
Colville,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y
Philadelphia,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northfield,N,Y,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Northfield,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y
Denver,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northfield,N,Y,Y,Y,N,-,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
Northglenn,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Northport,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N
Northport,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N
Northport,Y,N,N,N,N,-,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N
northridge,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N
Binghamton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abilene,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N
Cincinnati ,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N
Portage,N,Y,N,N,N,-,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Youngstown,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N
Northville,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
Northville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anchorage,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Detroit,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N
St. Albans ,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y
Burlington,Y,N,N,N,N,-,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
Northwood,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norton,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N
Norwalk,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwalk,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowayton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwalk,N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Norwalk,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N
Norwalk,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwalk,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway ,Y,Y,N,N,Y,-,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Norwich,Y,Y,Y,N,N,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
